algorithm,runtime,graph_nodes,edge_probability,Budget,Budget_numeric
heuristic_minbudget,5.6803819999913685,200,0.5,"(51, [(128, 1), (197, 1), (97, 1), (82, 1), (95, 1), (173, 1), (62, 1), (105, 1), (137, 1), (166, 1), (194, 1), (115, 1), (96, 1), (179, 1), (146, 1), (138, 1), (67, 1), (182, 1), (27, 1), (184, 1), (185, 1), (68, 1), (154, 1), (40, 1), (60, 1), (14, 1), (33, 1), (30, 1), (66, 1), (5, 1), (94, 1), (169, 1), (75, 1), (56, 1), (16, 1), (81, 1), (145, 1), (73, 1), (139, 1), (159, 1), (39, 1), (69, 1), (177, 1), (191, 1), (19, 1), (124, 1), (13, 1), (17, 1), (71, 1), (23, 1), (151, 1)])",51
spreading_minbudget,9.033055200008675,200,0.5,"(41, [(166, 1), (154, 1), (43, 1), (3, 1), (17, 1), (27, 1), (42, 1), (49, 1), (63, 1), (64, 1), (66, 1), (83, 1), (105, 1), (137, 1), (141, 1), (145, 1), (148, 1), (149, 1), (172, 1), (193, 1), (2, 1), (16, 1), (33, 1), (60, 1), (72, 1), (85, 1), (88, 1), (98, 1), (100, 1), (136, 1), (173, 1), (179, 1), (21, 1), (81, 1), (101, 1), (186, 1), (187, 1), (191, 1), (124, 1), (180, 1), (163, 1)])",41
heuristic_minbudget,6.184423300030176,200,0.5,"(41, [(173, 1), (191, 1), (85, 1), (141, 1), (3, 1), (49, 1), (166, 1), (137, 1), (21, 1), (101, 1), (105, 1), (179, 1), (149, 1), (33, 1), (42, 1), (193, 1), (43, 1), (148, 1), (27, 1), (88, 1), (98, 1), (60, 1), (154, 1), (186, 1), (66, 1), (64, 1), (172, 1), (180, 1), (17, 1), (145, 1), (187, 1), (16, 1), (72, 1), (81, 1), (63, 1), (163, 1), (83, 1), (136, 1), (100, 1), (124, 1), (2, 1)])",41
spreading_minbudget,1.710726200020872,200,0.5,"(8, [(42, 1), (23, 1), (4, 1), (179, 1), (19, 1), (44, 1), (55, 1), (146, 1)])",8
heuristic_minbudget,3.208544099994469,200,0.5,"(7, [(179, 1), (146, 1), (23, 1), (4, 1), (44, 1), (55, 1), (19, 1)])",7
spreading_minbudget,1.7182568999705836,200,0.5,"(6, [(13, 1), (168, 1), (169, 1), (55, 1), (101, 1), (166, 1)])",6
heuristic_minbudget,3.2663205999997444,200,0.5,"(6, [(101, 1), (13, 1), (166, 1), (55, 1), (168, 1), (169, 1)])",6
spreading_minbudget,8.22897259995807,200,0.5,"(36, [(105, 1), (149, 1), (4, 1), (39, 1), (42, 1), (43, 1), (73, 1), (118, 1), (137, 1), (141, 1), (168, 1), (169, 1), (175, 1), (185, 1), (194, 1), (16, 1), (18, 1), (33, 1), (34, 1), (60, 1), (75, 1), (79, 1), (98, 1), (100, 1), (151, 1), (196, 1), (19, 1), (21, 1), (40, 1), (44, 1), (81, 1), (97, 1), (186, 1), (71, 1), (56, 1), (163, 1)])",36
heuristic_minbudget,5.256915399979334,200,0.5,"(36, [(105, 1), (194, 1), (18, 1), (137, 1), (4, 1), (21, 1), (141, 1), (44, 1), (149, 1), (185, 1), (79, 1), (33, 1), (42, 1), (43, 1), (168, 1), (97, 1), (118, 1), (75, 1), (60, 1), (186, 1), (40, 1), (34, 1), (196, 1), (19, 1), (73, 1), (98, 1), (163, 1), (169, 1), (39, 1), (56, 1), (16, 1), (151, 1), (71, 1), (81, 1), (175, 1), (100, 1)])",36
spreading_minbudget,6.924571199982893,200,0.5,"(26, [(128, 1), (45, 1), (3, 1), (11, 1), (26, 1), (27, 1), (105, 1), (115, 1), (137, 1), (153, 1), (159, 1), (169, 1), (175, 1), (193, 1), (65, 1), (72, 1), (85, 1), (179, 1), (44, 1), (68, 1), (97, 1), (187, 1), (76, 1), (180, 1), (56, 1), (163, 1)])",26
heuristic_minbudget,4.629578699998092,200,0.5,"(24, [(179, 1), (187, 1), (169, 1), (115, 1), (3, 1), (137, 1), (44, 1), (105, 1), (193, 1), (11, 1), (27, 1), (85, 1), (68, 1), (97, 1), (56, 1), (153, 1), (159, 1), (65, 1), (180, 1), (163, 1), (72, 1), (26, 1), (175, 1), (76, 1)])",24
spreading_minbudget,0.490343399986159,200,0.5,"(2, [(136, 1), (62, 1)])",2
heuristic_minbudget,3.1363667999976315,200,0.5,"(2, [(62, 1), (136, 1)])",2
spreading_minbudget,13.851786600018386,200,0.5,"(52, [(3, 1), (95, 1), (11, 1), (27, 1), (39, 1), (63, 1), (64, 1), (66, 1), (73, 1), (96, 1), (115, 1), (118, 1), (134, 1), (137, 1), (141, 1), (145, 1), (148, 1), (168, 1), (169, 1), (172, 1), (175, 1), (181, 1), (193, 1), (2, 1), (5, 1), (16, 1), (34, 1), (60, 1), (62, 1), (65, 1), (72, 1), (79, 1), (85, 1), (98, 1), (100, 1), (112, 1), (136, 1), (173, 1), (13, 1), (19, 1), (21, 1), (68, 1), (139, 1), (146, 1), (182, 1), (187, 1), (124, 1), (180, 1), (71, 1), (152, 1), (56, 1), (163, 1)])",52
heuristic_minbudget,7.670600600016769,200,0.5,"(52, [(181, 1), (95, 1), (11, 1), (173, 1), (3, 1), (96, 1), (137, 1), (115, 1), (21, 1), (146, 1), (141, 1), (182, 1), (112, 1), (79, 1), (85, 1), (193, 1), (27, 1), (60, 1), (62, 1), (68, 1), (168, 1), (66, 1), (134, 1), (148, 1), (152, 1), (5, 1), (98, 1), (118, 1), (180, 1), (65, 1), (71, 1), (139, 1), (187, 1), (64, 1), (34, 1), (169, 1), (16, 1), (39, 1), (19, 1), (163, 1), (56, 1), (72, 1), (63, 1), (145, 1), (172, 1), (73, 1), (136, 1), (175, 1), (13, 1), (124, 1), (2, 1), (100, 1)])",52
spreading_minbudget,8.285171399998944,200,0.8,"(41, [(27, 1), (20, 1), (29, 1), (30, 1), (32, 1), (38, 1), (51, 1), (55, 1), (65, 1), (67, 1), (68, 1), (84, 1), (91, 1), (95, 1), (98, 1), (100, 1), (108, 1), (118, 1), (124, 1), (136, 1), (141, 1), (143, 1), (148, 1), (153, 1), (168, 1), (174, 1), (180, 1), (186, 1), (187, 1), (188, 1), (191, 1), (194, 1), (195, 1), (12, 1), (14, 1), (35, 1), (47, 1), (73, 1), (99, 1), (163, 1), (173, 1)])",41
heuristic_minbudget,13.765749700018205,200,0.8,"(41, [(65, 1), (30, 1), (98, 1), (29, 1), (32, 1), (99, 1), (153, 1), (14, 1), (163, 1), (35, 1), (12, 1), (55, 1), (141, 1), (188, 1), (84, 1), (27, 1), (47, 1), (174, 1), (38, 1), (108, 1), (51, 1), (91, 1), (118, 1), (20, 1), (67, 1), (95, 1), (100, 1), (124, 1), (173, 1), (194, 1), (195, 1), (143, 1), (68, 1), (187, 1), (180, 1), (136, 1), (191, 1), (148, 1), (73, 1), (168, 1), (186, 1)])",41
spreading_minbudget,5.863857999967877,200,0.8,"(34, [(9, 1), (18, 1), (20, 1), (24, 1), (25, 1), (26, 1), (29, 1), (30, 1), (32, 1), (43, 1), (44, 1), (65, 1), (66, 1), (83, 1), (95, 1), (101, 1), (105, 1), (106, 1), (116, 1), (124, 1), (165, 1), (171, 1), (174, 1), (180, 1), (184, 1), (191, 1), (2, 1), (11, 1), (14, 1), (35, 1), (60, 1), (157, 1), (177, 1), (103, 1)])",34
heuristic_minbudget,14.669586100033484,200,0.8,"(34, [(43, 1), (32, 1), (30, 1), (26, 1), (29, 1), (83, 1), (101, 1), (105, 1), (106, 1), (14, 1), (35, 1), (174, 1), (24, 1), (171, 1), (116, 1), (95, 1), (157, 1), (177, 1), (66, 1), (180, 1), (18, 1), (9, 1), (65, 1), (103, 1), (20, 1), (44, 1), (165, 1), (2, 1), (11, 1), (60, 1), (184, 1), (124, 1), (191, 1), (25, 1)])",34
spreading_minbudget,5.104643200000282,200,0.8,"(29, [(27, 1), (4, 1), (10, 1), (31, 1), (32, 1), (39, 1), (53, 1), (55, 1), (65, 1), (87, 1), (89, 1), (98, 1), (100, 1), (119, 1), (120, 1), (124, 1), (140, 1), (141, 1), (165, 1), (168, 1), (175, 1), (179, 1), (186, 1), (2, 1), (46, 1), (60, 1), (97, 1), (137, 1), (163, 1)])",29
heuristic_minbudget,15.77377140003955,200,0.8,"(29, [(39, 1), (87, 1), (98, 1), (32, 1), (53, 1), (163, 1), (46, 1), (55, 1), (141, 1), (4, 1), (65, 1), (119, 1), (10, 1), (27, 1), (100, 1), (120, 1), (2, 1), (124, 1), (179, 1), (165, 1), (97, 1), (137, 1), (60, 1), (140, 1), (89, 1), (168, 1), (175, 1), (186, 1), (31, 1)])",29
spreading_minbudget,1.9812468000454828,200,0.8,"(11, [(6, 1), (24, 1), (31, 1), (83, 1), (122, 1), (124, 1), (179, 1), (107, 1), (133, 1), (182, 1), (103, 1)])",11
heuristic_minbudget,12.856455400004052,200,0.8,"(11, [(83, 1), (24, 1), (107, 1), (182, 1), (133, 1), (122, 1), (6, 1), (179, 1), (124, 1), (103, 1), (31, 1)])",11
spreading_minbudget,8.421317200001795,200,0.8,"(35, [(23, 1), (16, 1), (20, 1), (41, 1), (43, 1), (55, 1), (65, 1), (72, 1), (74, 1), (79, 1), (83, 1), (92, 1), (105, 1), (108, 1), (113, 1), (116, 1), (121, 1), (132, 1), (144, 1), (146, 1), (147, 1), (153, 1), (156, 1), (165, 1), (184, 1), (195, 1), (14, 1), (35, 1), (73, 1), (107, 1), (150, 1), (157, 1), (162, 1), (173, 1), (182, 1)])",35
heuristic_minbudget,17.577542699989863,200,0.8,"(35, [(116, 1), (43, 1), (41, 1), (83, 1), (144, 1), (92, 1), (105, 1), (108, 1), (147, 1), (35, 1), (153, 1), (14, 1), (55, 1), (107, 1), (156, 1), (157, 1), (113, 1), (16, 1), (65, 1), (121, 1), (184, 1), (162, 1), (74, 1), (150, 1), (20, 1), (182, 1), (165, 1), (73, 1), (72, 1), (195, 1), (132, 1), (146, 1), (173, 1), (23, 1), (79, 1)])",35
spreading_minbudget,13.078011900011916,200,0.8,"(46, [(53, 1), (5, 1), (6, 1), (10, 1), (15, 1), (18, 1), (22, 1), (28, 1), (30, 1), (39, 1), (42, 1), (51, 1), (55, 1), (56, 1), (61, 1), (66, 1), (71, 1), (72, 1), (75, 1), (89, 1), (90, 1), (91, 1), (98, 1), (117, 1), (124, 1), (132, 1), (135, 1), (138, 1), (140, 1), (145, 1), (146, 1), (156, 1), (171, 1), (184, 1), (190, 1), (198, 1), (2, 1), (12, 1), (14, 1), (21, 1), (34, 1), (137, 1), (162, 1), (163, 1), (177, 1), (103, 1)])",46
heuristic_minbudget,23.563351799966767,200,0.8,"(46, [(98, 1), (30, 1), (190, 1), (39, 1), (75, 1), (28, 1), (53, 1), (61, 1), (163, 1), (55, 1), (198, 1), (56, 1), (171, 1), (135, 1), (14, 1), (15, 1), (34, 1), (51, 1), (90, 1), (177, 1), (12, 1), (42, 1), (91, 1), (6, 1), (18, 1), (72, 1), (132, 1), (66, 1), (10, 1), (71, 1), (138, 1), (140, 1), (137, 1), (156, 1), (124, 1), (162, 1), (22, 1), (2, 1), (103, 1), (145, 1), (89, 1), (146, 1), (184, 1), (5, 1), (117, 1), (21, 1)])",46
spreading_minbudget,8.827862800040748,200,0.8,"(29, [(5, 1), (13, 1), (20, 1), (22, 1), (39, 1), (41, 1), (66, 1), (68, 1), (71, 1), (74, 1), (75, 1), (90, 1), (91, 1), (93, 1), (95, 1), (116, 1), (125, 1), (147, 1), (148, 1), (149, 1), (154, 1), (174, 1), (181, 1), (198, 1), (107, 1), (137, 1), (163, 1), (177, 1), (182, 1)])",29
heuristic_minbudget,18.02897599997232,200,0.8,"(29, [(5, 1), (13, 1), (154, 1), (39, 1), (75, 1), (41, 1), (174, 1), (163, 1), (107, 1), (198, 1), (116, 1), (90, 1), (147, 1), (93, 1), (177, 1), (95, 1), (148, 1), (181, 1), (182, 1), (71, 1), (22, 1), (66, 1), (74, 1), (91, 1), (20, 1), (68, 1), (149, 1), (125, 1), (137, 1)])",29
spreading_minbudget,8.093876099970657,200,0.8,"(32, [(19, 1), (4, 1), (6, 1), (8, 1), (9, 1), (18, 1), (56, 1), (59, 1), (61, 1), (63, 1), (71, 1), (72, 1), (89, 1), (102, 1), (106, 1), (112, 1), (113, 1), (118, 1), (124, 1), (147, 1), (153, 1), (160, 1), (170, 1), (172, 1), (179, 1), (184, 1), (7, 1), (97, 1), (99, 1), (107, 1), (150, 1), (162, 1)])",32
heuristic_minbudget,17.076668100024108,200,0.8,"(32, [(19, 1), (61, 1), (99, 1), (8, 1), (106, 1), (147, 1), (153, 1), (170, 1), (172, 1), (113, 1), (56, 1), (18, 1), (107, 1), (6, 1), (71, 1), (4, 1), (59, 1), (118, 1), (179, 1), (9, 1), (72, 1), (102, 1), (162, 1), (124, 1), (89, 1), (150, 1), (184, 1), (97, 1), (7, 1), (160, 1), (112, 1), (63, 1)])",32
spreading_minbudget,20.694489100016654,200,0.8,"(73, [(53, 1), (5, 1), (9, 1), (13, 1), (15, 1), (18, 1), (26, 1), (38, 1), (41, 1), (42, 1), (45, 1), (49, 1), (51, 1), (55, 1), (56, 1), (58, 1), (59, 1), (64, 1), (65, 1), (68, 1), (72, 1), (79, 1), (83, 1), (87, 1), (91, 1), (93, 1), (95, 1), (102, 1), (111, 1), (115, 1), (116, 1), (120, 1), (122, 1), (124, 1), (125, 1), (132, 1), (135, 1), (138, 1), (143, 1), (148, 1), (149, 1), (155, 1), (158, 1), (161, 1), (169, 1), (172, 1), (179, 1), (180, 1), (184, 1), (187, 1), (188, 1), (191, 1), (196, 1), (198, 1), (7, 1), (17, 1), (21, 1), (35, 1), (46, 1), (47, 1), (81, 1), (96, 1), (97, 1), (107, 1), (133, 1), (150, 1), (157, 1), (159, 1), (163, 1), (167, 1), (173, 1), (177, 1), (182, 1)])",73
heuristic_minbudget,24.90154990000883,200,0.8,"(73, [(115, 1), (53, 1), (87, 1), (26, 1), (13, 1), (96, 1), (196, 1), (116, 1), (163, 1), (41, 1), (83, 1), (58, 1), (198, 1), (46, 1), (15, 1), (42, 1), (51, 1), (161, 1), (35, 1), (107, 1), (188, 1), (56, 1), (111, 1), (18, 1), (55, 1), (91, 1), (135, 1), (172, 1), (9, 1), (65, 1), (93, 1), (72, 1), (95, 1), (122, 1), (133, 1), (47, 1), (124, 1), (173, 1), (45, 1), (102, 1), (132, 1), (182, 1), (167, 1), (184, 1), (38, 1), (150, 1), (143, 1), (169, 1), (120, 1), (68, 1), (158, 1), (49, 1), (125, 1), (177, 1), (180, 1), (59, 1), (138, 1), (149, 1), (97, 1), (7, 1), (148, 1), (157, 1), (179, 1), (17, 1), (155, 1), (159, 1), (191, 1), (187, 1), (81, 1), (5, 1), (64, 1), (79, 1), (21, 1)])",73
spreading_minbudget,1.2884247000329196,200,0.8,"(6, [(8, 1), (57, 1), (111, 1), (140, 1), (168, 1), (47, 1)])",6
heuristic_minbudget,12.741955599980429,200,0.8,"(6, [(57, 1), (8, 1), (47, 1), (111, 1), (140, 1), (168, 1)])",6
spreading_minbudget,3.640814800048247,400,0.1,"(3, [(350, 1), (75, 1), (103, 1)])",3
heuristic_minbudget,1.3594131999998351,400,0.1,"(3, [(75, 1), (197, 1), (369, 1), (128, 2), (322, 2), (24, 2)])",3
spreading_minbudget,5.072169599996414,400,0.1,"(8, [(223, 1), (232, 1), (14, 1), (111, 1), (10, 1), (142, 1), (159, 1), (97, 1)])",8
heuristic_minbudget,1.8815096999751404,400,0.1,"(6, [(159, 1), (97, 1), (10, 1), (142, 1), (253, 1), (12, 1), (117, 2), (122, 2), (24, 2), (199, 2), (179, 2), (150, 2)])",6
spreading_minbudget,28.937170600052923,400,0.1,"(37, [(25, 1), (286, 1), (336, 1), (375, 1), (150, 1), (305, 1), (275, 1), (110, 1), (80, 1), (147, 1), (291, 1), (249, 1), (49, 1), (91, 1), (370, 1), (389, 1), (142, 1), (197, 1), (200, 1), (100, 1), (293, 1), (315, 1), (21, 1), (366, 1), (372, 1), (22, 1), (381, 1), (399, 1), (353, 1), (12, 1), (159, 1), (190, 1), (97, 1), (253, 1), (61, 1), (78, 1), (135, 1)])",37
heuristic_minbudget,2.197636600001715,400,0.1,"(24, [(135, 1), (372, 1), (197, 1), (353, 1), (159, 1), (366, 1), (22, 1), (100, 1), (370, 1), (142, 1), (61, 1), (399, 1), (97, 1), (293, 1), (190, 1), (381, 1), (200, 1), (12, 1), (78, 1), (49, 1), (253, 1), (315, 1), (389, 1), (21, 1), (123, 2), (46, 2), (391, 2), (28, 2), (115, 2), (62, 2), (236, 2), (362, 2), (152, 2), (74, 2), (117, 2), (238, 2), (157, 2), (232, 2), (388, 2), (70, 2), (59, 2), (210, 2), (240, 2), (287, 2), (338, 2), (341, 2)])",24
spreading_minbudget,34.66479080001591,400,0.1,"(34, [(346, 1), (347, 1), (52, 1), (339, 1), (62, 1), (268, 1), (398, 1), (214, 1), (26, 1), (385, 1), (326, 1), (127, 1), (197, 1), (122, 1), (137, 1), (370, 1), (371, 1), (389, 1), (200, 1), (44, 1), (100, 1), (10, 1), (21, 1), (68, 1), (333, 1), (372, 1), (22, 1), (353, 1), (154, 1), (97, 1), (257, 1), (208, 1), (30, 1), (135, 1)])",34
heuristic_minbudget,2.34344870003406,400,0.1,"(22, [(22, 1), (398, 1), (135, 1), (372, 1), (30, 1), (154, 1), (197, 1), (371, 1), (100, 1), (353, 1), (370, 1), (208, 1), (68, 1), (137, 1), (200, 1), (97, 1), (257, 1), (389, 1), (333, 1), (21, 1), (10, 1), (44, 1), (338, 2), (316, 2), (92, 2), (34, 2), (9, 2), (183, 2), (341, 2), (39, 2), (306, 2), (345, 2), (157, 2), (241, 2), (160, 2), (329, 2), (151, 2), (302, 2), (388, 2), (41, 2), (239, 2), (360, 2), (188, 2), (391, 2)])",22
spreading_minbudget,30.96406339999521,400,0.1,"(32, [(25, 1), (135, 1), (264, 1), (190, 1), (345, 1), (111, 1), (49, 1), (371, 1), (18, 1), (333, 1), (26, 1), (123, 1), (374, 1), (182, 1), (370, 1), (389, 1), (132, 1), (197, 1), (296, 1), (44, 1), (100, 1), (369, 1), (68, 1), (325, 1), (381, 1), (81, 1), (47, 1), (217, 1), (154, 1), (379, 1), (253, 1), (208, 1)])",32
heuristic_minbudget,2.809402499988209,400,0.1,"(22, [(381, 1), (371, 1), (182, 1), (370, 1), (47, 1), (154, 1), (44, 1), (379, 1), (49, 1), (253, 1), (68, 1), (325, 1), (81, 1), (369, 1), (333, 1), (197, 1), (100, 1), (132, 1), (296, 1), (217, 1), (389, 1), (208, 1), (111, 2), (5, 2), (341, 2), (239, 2), (216, 2), (301, 2), (20, 2), (58, 2), (185, 2), (390, 2), (248, 2), (160, 2), (167, 2), (177, 2), (252, 2), (332, 2), (40, 2), (34, 2), (306, 2), (24, 2), (168, 2), (172, 2)])",22
spreading_minbudget,15.16970189998392,400,0.1,"(12, [(270, 1), (140, 1), (122, 1), (65, 1), (351, 1), (22, 1), (40, 1), (238, 1), (159, 1), (197, 1), (218, 1), (372, 1)])",12
heuristic_minbudget,2.470756199967582,400,0.1,"(11, [(22, 1), (218, 1), (197, 1), (372, 1), (159, 1), (154, 1), (325, 1), (371, 1), (200, 1), (293, 1), (366, 1), (332, 2), (241, 2), (74, 2), (249, 2), (173, 2), (188, 2), (167, 2), (181, 2), (341, 2), (187, 2), (123, 2)])",11
spreading_minbudget,31.15785949997371,400,0.1,"(34, [(291, 1), (250, 1), (197, 1), (254, 1), (249, 1), (277, 1), (246, 1), (265, 1), (370, 1), (165, 1), (270, 1), (23, 1), (398, 1), (182, 1), (243, 1), (75, 1), (142, 1), (35, 1), (44, 1), (100, 1), (137, 1), (369, 1), (218, 1), (333, 1), (47, 1), (217, 1), (154, 1), (190, 1), (97, 1), (253, 1), (288, 1), (78, 1), (257, 1), (135, 1)])",34
heuristic_minbudget,2.3389921000343747,400,0.1,"(21, [(218, 1), (78, 1), (154, 1), (47, 1), (370, 1), (182, 1), (257, 1), (137, 1), (100, 1), (135, 1), (190, 1), (288, 1), (44, 1), (35, 1), (253, 1), (75, 1), (333, 1), (217, 1), (369, 1), (142, 1), (97, 1), (168, 2), (393, 2), (39, 2), (3, 2), (18, 2), (211, 2), (279, 2), (388, 2), (24, 2), (133, 2), (243, 2), (352, 2), (52, 2), (119, 2), (390, 2), (8, 2), (255, 2), (387, 2), (34, 2), (40, 2), (46, 2)])",21
spreading_minbudget,5.599883099959698,400,0.1,"(7, [(245, 1), (40, 1), (324, 1), (177, 1), (293, 1), (68, 1), (381, 1)])",7
heuristic_minbudget,2.018704899994191,400,0.1,"(5, [(293, 1), (68, 1), (381, 1), (197, 1), (315, 1), (278, 2), (226, 2), (376, 2), (51, 2), (89, 2)])",5
spreading_minbudget,12.784398399991916,400,0.1,"(15, [(137, 1), (177, 1), (197, 1), (47, 1), (19, 1), (395, 1), (287, 1), (200, 1), (32, 1), (398, 1), (218, 1), (22, 1), (81, 1), (12, 1), (97, 1)])",15
heuristic_minbudget,2.474148899957072,400,0.1,"(11, [(81, 1), (22, 1), (398, 1), (12, 1), (218, 1), (32, 1), (97, 1), (372, 1), (35, 1), (100, 1), (61, 1), (302, 2), (271, 2), (216, 2), (332, 2), (393, 2), (357, 2), (225, 2), (207, 2), (122, 2), (138, 2), (152, 2)])",11
spreading_minbudget,2.3200897999922745,400,0.1,"(4, [(302, 1), (271, 1), (364, 1), (379, 1)])",4
heuristic_minbudget,1.5339445000281555,400,0.1,"(3, [(379, 1), (325, 1), (190, 1), (222, 2), (192, 2), (244, 2)])",3
spreading_minbudget,13.653849399997853,400,0.25,"(15, [(336, 1), (57, 1), (177, 1), (83, 1), (98, 1), (26, 1), (202, 1), (338, 1), (238, 1), (381, 1), (389, 1), (155, 1), (268, 1), (206, 1), (35, 1)])",15
heuristic_minbudget,4.7300475999945775,400,0.25,"(12, [(35, 1), (389, 1), (238, 1), (98, 1), (26, 1), (155, 1), (381, 1), (338, 1), (268, 1), (206, 1), (202, 1), (83, 1), (42, 2), (187, 2), (105, 2), (165, 2), (114, 2), (178, 2), (380, 2), (54, 2), (240, 2), (141, 2), (337, 2), (126, 2)])",12
spreading_minbudget,27.45118830003776,400,0.25,"(32, [(157, 1), (357, 1), (184, 1), (52, 1), (16, 1), (378, 1), (326, 1), (2, 1), (133, 1), (201, 1), (209, 1), (222, 1), (252, 1), (297, 1), (374, 1), (6, 1), (30, 1), (102, 1), (164, 1), (204, 1), (273, 1), (339, 1), (352, 1), (32, 1), (155, 1), (313, 1), (366, 1), (356, 1), (398, 1), (134, 1), (317, 1), (387, 1)])",32
heuristic_minbudget,6.441533499979414,400,0.25,"(29, [(378, 1), (157, 1), (326, 1), (222, 1), (164, 1), (204, 1), (6, 1), (102, 1), (252, 1), (155, 1), (209, 1), (273, 1), (339, 1), (387, 1), (297, 1), (134, 1), (374, 1), (356, 1), (133, 1), (201, 1), (313, 1), (317, 1), (398, 1), (32, 1), (352, 1), (16, 1), (2, 1), (366, 1), (30, 1)])",29
spreading_minbudget,33.335076300019864,400,0.25,"(39, [(325, 1), (98, 1), (344, 1), (122, 1), (20, 1), (78, 1), (389, 1), (16, 1), (23, 1), (62, 1), (133, 1), (222, 1), (263, 1), (274, 1), (277, 1), (374, 1), (6, 1), (102, 1), (238, 1), (339, 1), (59, 1), (109, 1), (173, 1), (230, 1), (14, 1), (32, 1), (155, 1), (246, 1), (268, 1), (313, 1), (382, 1), (206, 1), (223, 1), (160, 1), (326, 1), (398, 1), (134, 1), (395, 1), (243, 1)])",39
heuristic_minbudget,6.646338999969885,400,0.25,"(34, [(389, 1), (78, 1), (134, 1), (230, 1), (374, 1), (160, 1), (326, 1), (274, 1), (109, 1), (238, 1), (173, 1), (23, 1), (339, 1), (59, 1), (243, 1), (102, 1), (62, 1), (155, 1), (14, 1), (222, 1), (223, 1), (277, 1), (395, 1), (263, 1), (268, 1), (133, 1), (246, 1), (313, 1), (16, 1), (32, 1), (398, 1), (206, 1), (382, 1), (6, 1)])",34
spreading_minbudget,32.254128900007345,400,0.25,"(40, [(164, 1), (8, 1), (362, 1), (252, 1), (186, 1), (13, 1), (16, 1), (62, 1), (133, 1), (222, 1), (274, 1), (297, 1), (311, 1), (379, 1), (30, 1), (34, 1), (158, 1), (309, 1), (352, 1), (368, 1), (33, 1), (109, 1), (373, 1), (230, 1), (14, 1), (32, 1), (155, 1), (247, 1), (268, 1), (313, 1), (206, 1), (267, 1), (289, 1), (181, 1), (310, 1), (134, 1), (395, 1), (317, 1), (346, 1), (243, 1)])",40
heuristic_minbudget,6.039831900037825,400,0.25,"(35, [(310, 1), (133, 1), (62, 1), (155, 1), (243, 1), (311, 1), (158, 1), (134, 1), (247, 1), (268, 1), (109, 1), (33, 1), (289, 1), (252, 1), (368, 1), (14, 1), (395, 1), (222, 1), (297, 1), (34, 1), (230, 1), (267, 1), (274, 1), (313, 1), (317, 1), (32, 1), (346, 1), (373, 1), (379, 1), (309, 1), (16, 1), (352, 1), (206, 1), (181, 1), (30, 1)])",35
spreading_minbudget,28.76719929999672,400,0.25,"(35, [(203, 1), (243, 1), (369, 1), (209, 1), (389, 1), (164, 1), (1, 1), (3, 1), (83, 1), (132, 1), (311, 1), (379, 1), (34, 1), (273, 1), (368, 1), (59, 1), (109, 1), (361, 1), (144, 1), (166, 1), (233, 1), (88, 1), (155, 1), (175, 1), (313, 1), (366, 1), (157, 1), (206, 1), (251, 1), (267, 1), (310, 1), (356, 1), (29, 1), (35, 1), (317, 1)])",35
heuristic_minbudget,5.812654500012286,400,0.25,"(32, [(243, 1), (209, 1), (310, 1), (109, 1), (368, 1), (361, 1), (273, 1), (164, 1), (155, 1), (35, 1), (88, 1), (157, 1), (59, 1), (3, 1), (144, 1), (34, 1), (175, 1), (311, 1), (166, 1), (132, 1), (1, 1), (313, 1), (317, 1), (356, 1), (206, 1), (251, 1), (29, 1), (267, 1), (233, 1), (366, 1), (379, 1), (83, 1)])",32
spreading_minbudget,38.8172315999982,400,0.25,"(45, [(285, 1), (214, 1), (109, 1), (4, 1), (348, 1), (10, 1), (16, 1), (201, 1), (209, 1), (222, 1), (252, 1), (263, 1), (277, 1), (338, 1), (374, 1), (5, 1), (6, 1), (34, 1), (158, 1), (204, 1), (339, 1), (381, 1), (59, 1), (373, 1), (166, 1), (200, 1), (230, 1), (14, 1), (88, 1), (93, 1), (190, 1), (246, 1), (268, 1), (313, 1), (366, 1), (36, 1), (251, 1), (181, 1), (326, 1), (356, 1), (398, 1), (134, 1), (395, 1), (317, 1), (387, 1)])",45
heuristic_minbudget,7.253876200004015,400,0.25,"(40, [(209, 1), (109, 1), (263, 1), (5, 1), (190, 1), (201, 1), (373, 1), (200, 1), (204, 1), (326, 1), (36, 1), (93, 1), (339, 1), (14, 1), (252, 1), (387, 1), (88, 1), (277, 1), (59, 1), (395, 1), (381, 1), (222, 1), (374, 1), (268, 1), (34, 1), (134, 1), (158, 1), (230, 1), (166, 1), (251, 1), (356, 1), (317, 1), (246, 1), (313, 1), (398, 1), (16, 1), (338, 1), (366, 1), (6, 1), (181, 1)])",40
spreading_minbudget,43.13670699996874,400,0.25,"(55, [(127, 1), (340, 1), (169, 1), (205, 1), (155, 1), (158, 1), (16, 1), (311, 1), (2, 1), (26, 1), (49, 1), (62, 1), (196, 1), (201, 1), (202, 1), (263, 1), (274, 1), (277, 1), (297, 1), (374, 1), (379, 1), (5, 1), (6, 1), (30, 1), (34, 1), (238, 1), (270, 1), (381, 1), (33, 1), (59, 1), (200, 1), (230, 1), (32, 1), (93, 1), (98, 1), (175, 1), (190, 1), (246, 1), (247, 1), (268, 1), (366, 1), (157, 1), (206, 1), (251, 1), (262, 1), (289, 1), (329, 1), (378, 1), (310, 1), (326, 1), (356, 1), (398, 1), (29, 1), (35, 1), (387, 1)])",55
