algorithm,runtime,graph_nodes,edge_probability,Budget,Budget_numeric
heuristic_minbudget,93.68801600002917,400,0.8,"(83, [(285, 1), (276, 1), (3, 1), (128, 1), (273, 1), (344, 1), (295, 1), (75, 1), (240, 1), (197, 1), (33, 1), (345, 1), (97, 1), (332, 1), (191, 1), (22, 1), (129, 1), (249, 1), (271, 1), (87, 1), (272, 1), (289, 1), (35, 1), (384, 1), (125, 1), (228, 1), (321, 1), (73, 1), (181, 1), (84, 1), (175, 1), (105, 1), (198, 1), (263, 1), (37, 1), (279, 1), (167, 1), (42, 1), (137, 1), (360, 1), (394, 1), (385, 1), (41, 1), (145, 1), (203, 1), (284, 1), (157, 1), (43, 1), (387, 1), (134, 1), (292, 1), (211, 1), (72, 1), (237, 1), (124, 1), (220, 1), (126, 1), (120, 1), (280, 1), (151, 1), (163, 1), (180, 1), (269, 1), (298, 1), (27, 1), (204, 1), (265, 1), (351, 1), (374, 1), (278, 1), (309, 1), (341, 1), (138, 1), (188, 1), (19, 1), (311, 1), (166, 1), (277, 1), (397, 1), (21, 1), (294, 1), (158, 1), (396, 1)])",83
spreading_minbudget,4.420912200002931,400,0.8,"(8, [(16, 1), (7, 1), (18, 1), (30, 1), (182, 1), (221, 1), (308, 1), (125, 1)])",8
heuristic_minbudget,45.54170050000539,400,0.8,"(8, [(30, 1), (308, 1), (221, 1), (125, 1), (7, 1), (18, 1), (182, 1), (16, 1)])",8
spreading_minbudget,9.12595140002668,400,0.8,"(19, [(2, 1), (5, 1), (6, 1), (16, 1), (25, 1), (34, 1), (40, 1), (49, 1), (82, 1), (106, 1), (173, 1), (179, 1), (207, 1), (272, 1), (288, 1), (298, 1), (331, 1), (241, 1), (279, 1)])",19
heuristic_minbudget,50.91580640000757,400,0.8,"(19, [(272, 1), (5, 1), (49, 1), (82, 1), (331, 1), (40, 1), (173, 1), (279, 1), (288, 1), (6, 1), (241, 1), (298, 1), (179, 1), (16, 1), (34, 1), (106, 1), (2, 1), (25, 1), (207, 1)])",19
spreading_minbudget,70.98604139999952,400,0.8,"(137, [(4, 1), (2, 1), (5, 1), (6, 1), (7, 1), (8, 1), (10, 1), (18, 1), (19, 1), (24, 1), (28, 1), (33, 1), (37, 1), (42, 1), (47, 1), (48, 1), (51, 1), (62, 1), (64, 1), (69, 1), (79, 1), (87, 1), (97, 1), (98, 1), (101, 1), (109, 1), (112, 1), (113, 1), (117, 1), (118, 1), (123, 1), (124, 1), (127, 1), (131, 1), (135, 1), (136, 1), (138, 1), (140, 1), (142, 1), (148, 1), (151, 1), (154, 1), (155, 1), (161, 1), (163, 1), (164, 1), (168, 1), (173, 1), (175, 1), (176, 1), (179, 1), (180, 1), (197, 1), (205, 1), (207, 1), (221, 1), (223, 1), (224, 1), (230, 1), (231, 1), (232, 1), (233, 1), (234, 1), (237, 1), (244, 1), (247, 1), (249, 1), (256, 1), (264, 1), (266, 1), (270, 1), (271, 1), (272, 1), (276, 1), (277, 1), (278, 1), (282, 1), (283, 1), (287, 1), (288, 1), (290, 1), (292, 1), (293, 1), (295, 1), (301, 1), (306, 1), (309, 1), (315, 1), (316, 1), (321, 1), (322, 1), (331, 1), (332, 1), (341, 1), (345, 1), (347, 1), (349, 1), (352, 1), (356, 1), (359, 1), (362, 1), (386, 1), (387, 1), (389, 1), (392, 1), (67, 1), (80, 1), (85, 1), (93, 1), (95, 1), (145, 1), (153, 1), (181, 1), (211, 1), (235, 1), (238, 1), (240, 1), (242, 1), (246, 1), (304, 1), (319, 1), (344, 1), (354, 1), (357, 1), (358, 1), (376, 1), (399, 1), (57, 1), (121, 1), (122, 1), (132, 1), (146, 1), (190, 1), (191, 1), (280, 1), (325, 1), (314, 1)])",137
heuristic_minbudget,109.63233890000264,400,0.8,"(137, [(271, 1), (48, 1), (344, 1), (295, 1), (362, 1), (240, 1), (197, 1), (399, 1), (117, 1), (359, 1), (190, 1), (191, 1), (51, 1), (304, 1), (97, 1), (64, 1), (109, 1), (154, 1), (321, 1), (136, 1), (247, 1), (276, 1), (345, 1), (332, 1), (98, 1), (205, 1), (238, 1), (118, 1), (331, 1), (249, 1), (322, 1), (5, 1), (301, 1), (33, 1), (242, 1), (354, 1), (349, 1), (62, 1), (80, 1), (131, 1), (47, 1), (145, 1), (221, 1), (272, 1), (230, 1), (93, 1), (168, 1), (293, 1), (232, 1), (356, 1), (283, 1), (6, 1), (87, 1), (123, 1), (37, 1), (211, 1), (85, 1), (246, 1), (288, 1), (282, 1), (121, 1), (127, 1), (151, 1), (164, 1), (79, 1), (175, 1), (357, 1), (112, 1), (7, 1), (67, 1), (18, 1), (173, 1), (387, 1), (325, 1), (231, 1), (95, 1), (8, 1), (122, 1), (135, 1), (389, 1), (124, 1), (113, 1), (358, 1), (386, 1), (341, 1), (347, 1), (237, 1), (207, 1), (42, 1), (28, 1), (155, 1), (101, 1), (24, 1), (181, 1), (264, 1), (290, 1), (287, 1), (316, 1), (142, 1), (148, 1), (352, 1), (179, 1), (153, 1), (277, 1), (292, 1), (180, 1), (138, 1), (224, 1), (235, 1), (176, 1), (280, 1), (314, 1), (69, 1), (234, 1), (278, 1), (132, 1), (319, 1), (315, 1), (233, 1), (161, 1), (2, 1), (4, 1), (244, 1), (376, 1), (140, 1), (10, 1), (309, 1), (392, 1), (163, 1), (256, 1), (223, 1), (57, 1), (19, 1), (266, 1), (146, 1), (270, 1), (306, 1)])",137
spreading_minbudget,63.512891999969725,400,0.8,"(120, [(65, 1), (1, 1), (8, 1), (9, 1), (15, 1), (16, 1), (18, 1), (22, 1), (27, 1), (29, 1), (36, 1), (38, 1), (39, 1), (44, 1), (56, 1), (64, 1), (66, 1), (69, 1), (73, 1), (75, 1), (77, 1), (81, 1), (83, 1), (98, 1), (100, 1), (104, 1), (109, 1), (113, 1), (114, 1), (117, 1), (118, 1), (119, 1), (124, 1), (128, 1), (129, 1), (130, 1), (137, 1), (142, 1), (149, 1), (152, 1), (154, 1), (155, 1), (156, 1), (157, 1), (163, 1), (174, 1), (193, 1), (215, 1), (220, 1), (223, 1), (232, 1), (233, 1), (234, 1), (247, 1), (251, 1), (254, 1), (257, 1), (260, 1), (262, 1), (264, 1), (266, 1), (269, 1), (271, 1), (276, 1), (283, 1), (287, 1), (288, 1), (291, 1), (295, 1), (300, 1), (302, 1), (307, 1), (326, 1), (339, 1), (362, 1), (365, 1), (366, 1), (367, 1), (374, 1), (379, 1), (384, 1), (386, 1), (387, 1), (388, 1), (389, 1), (390, 1), (391, 1), (392, 1), (394, 1), (397, 1), (21, 1), (31, 1), (60, 1), (93, 1), (105, 1), (153, 1), (167, 1), (177, 1), (184, 1), (240, 1), (241, 1), (242, 1), (246, 1), (263, 1), (289, 1), (311, 1), (318, 1), (344, 1), (354, 1), (358, 1), (360, 1), (57, 1), (84, 1), (133, 1), (146, 1), (190, 1), (280, 1), (294, 1), (303, 1), (108, 1)])",120
heuristic_minbudget,115.3407767000026,400,0.8,"(120, [(118, 1), (75, 1), (9, 1), (1, 1), (128, 1), (362, 1), (240, 1), (130, 1), (344, 1), (295, 1), (117, 1), (190, 1), (29, 1), (31, 1), (354, 1), (98, 1), (247, 1), (38, 1), (154, 1), (276, 1), (60, 1), (109, 1), (289, 1), (22, 1), (129, 1), (271, 1), (384, 1), (44, 1), (64, 1), (242, 1), (167, 1), (246, 1), (137, 1), (73, 1), (262, 1), (264, 1), (220, 1), (193, 1), (234, 1), (303, 1), (8, 1), (93, 1), (174, 1), (39, 1), (163, 1), (389, 1), (105, 1), (56, 1), (152, 1), (156, 1), (280, 1), (302, 1), (18, 1), (77, 1), (142, 1), (241, 1), (300, 1), (288, 1), (65, 1), (66, 1), (263, 1), (100, 1), (113, 1), (27, 1), (157, 1), (388, 1), (114, 1), (283, 1), (387, 1), (124, 1), (232, 1), (251, 1), (269, 1), (318, 1), (291, 1), (153, 1), (84, 1), (360, 1), (365, 1), (374, 1), (390, 1), (379, 1), (36, 1), (69, 1), (257, 1), (326, 1), (366, 1), (394, 1), (21, 1), (81, 1), (104, 1), (358, 1), (155, 1), (184, 1), (233, 1), (367, 1), (177, 1), (108, 1), (391, 1), (287, 1), (149, 1), (307, 1), (386, 1), (260, 1), (15, 1), (339, 1), (294, 1), (16, 1), (215, 1), (397, 1), (392, 1), (254, 1), (133, 1), (311, 1), (266, 1), (223, 1), (146, 1), (119, 1), (57, 1), (83, 1)])",120
spreading_minbudget,49.943172300001606,400,0.8,"(107, [(276, 1), (3, 1), (4, 1), (7, 1), (8, 1), (13, 1), (16, 1), (18, 1), (25, 1), (26, 1), (36, 1), (41, 1), (55, 1), (81, 1), (87, 1), (97, 1), (98, 1), (103, 1), (119, 1), (134, 1), (137, 1), (138, 1), (140, 1), (149, 1), (151, 1), (152, 1), (159, 1), (166, 1), (168, 1), (176, 1), (179, 1), (180, 1), (187, 1), (189, 1), (194, 1), (204, 1), (207, 1), (215, 1), (221, 1), (231, 1), (239, 1), (247, 1), (250, 1), (254, 1), (257, 1), (265, 1), (266, 1), (268, 1), (271, 1), (273, 1), (274, 1), (278, 1), (283, 1), (288, 1), (290, 1), (291, 1), (292, 1), (298, 1), (308, 1), (315, 1), (328, 1), (329, 1), (332, 1), (341, 1), (355, 1), (356, 1), (362, 1), (365, 1), (367, 1), (375, 1), (388, 1), (390, 1), (395, 1), (396, 1), (397, 1), (21, 1), (46, 1), (71, 1), (80, 1), (85, 1), (95, 1), (147, 1), (167, 1), (177, 1), (184, 1), (188, 1), (201, 1), (208, 1), (241, 1), (246, 1), (285, 1), (289, 1), (296, 1), (318, 1), (319, 1), (354, 1), (357, 1), (358, 1), (364, 1), (376, 1), (121, 1), (132, 1), (133, 1), (192, 1), (227, 1), (314, 1), (108, 1)])",107
heuristic_minbudget,90.46489850000944,400,0.8,"(107, [(3, 1), (257, 1), (273, 1), (362, 1), (103, 1), (285, 1), (208, 1), (194, 1), (250, 1), (276, 1), (97, 1), (98, 1), (246, 1), (354, 1), (247, 1), (332, 1), (271, 1), (137, 1), (227, 1), (80, 1), (221, 1), (46, 1), (289, 1), (167, 1), (274, 1), (192, 1), (41, 1), (187, 1), (152, 1), (87, 1), (147, 1), (168, 1), (7, 1), (179, 1), (201, 1), (288, 1), (241, 1), (318, 1), (292, 1), (357, 1), (81, 1), (308, 1), (341, 1), (151, 1), (189, 1), (390, 1), (18, 1), (356, 1), (283, 1), (375, 1), (85, 1), (395, 1), (329, 1), (25, 1), (296, 1), (298, 1), (108, 1), (231, 1), (184, 1), (268, 1), (388, 1), (55, 1), (4, 1), (265, 1), (204, 1), (16, 1), (355, 1), (176, 1), (315, 1), (376, 1), (95, 1), (278, 1), (239, 1), (121, 1), (159, 1), (188, 1), (207, 1), (291, 1), (290, 1), (26, 1), (132, 1), (177, 1), (215, 1), (314, 1), (358, 1), (397, 1), (133, 1), (138, 1), (36, 1), (166, 1), (319, 1), (8, 1), (365, 1), (328, 1), (21, 1), (149, 1), (396, 1), (71, 1), (254, 1), (367, 1), (180, 1), (364, 1), (266, 1), (134, 1), (13, 1), (119, 1), (140, 1)])",107
spreading_minbudget,64.26641580002615,400,0.8,"(129, [(22, 1), (1, 1), (2, 1), (5, 1), (7, 1), (11, 1), (13, 1), (15, 1), (25, 1), (33, 1), (36, 1), (37, 1), (41, 1), (51, 1), (55, 1), (62, 1), (64, 1), (69, 1), (72, 1), (81, 1), (83, 1), (97, 1), (100, 1), (102, 1), (104, 1), (106, 1), (112, 1), (113, 1), (114, 1), (118, 1), (126, 1), (129, 1), (130, 1), (135, 1), (137, 1), (140, 1), (142, 1), (148, 1), (149, 1), (151, 1), (152, 1), (158, 1), (168, 1), (171, 1), (176, 1), (182, 1), (186, 1), (198, 1), (203, 1), (207, 1), (220, 1), (223, 1), (230, 1), (232, 1), (233, 1), (243, 1), (244, 1), (249, 1), (250, 1), (256, 1), (266, 1), (267, 1), (268, 1), (271, 1), (276, 1), (283, 1), (288, 1), (290, 1), (293, 1), (295, 1), (297, 1), (298, 1), (300, 1), (302, 1), (305, 1), (308, 1), (316, 1), (320, 1), (322, 1), (326, 1), (328, 1), (340, 1), (341, 1), (347, 1), (350, 1), (362, 1), (363, 1), (366, 1), (374, 1), (379, 1), (384, 1), (386, 1), (388, 1), (391, 1), (392, 1), (395, 1), (396, 1), (397, 1), (71, 1), (85, 1), (95, 1), (125, 1), (145, 1), (147, 1), (153, 1), (167, 1), (177, 1), (181, 1), (184, 1), (208, 1), (217, 1), (235, 1), (284, 1), (304, 1), (344, 1), (354, 1), (357, 1), (358, 1), (360, 1), (376, 1), (385, 1), (84, 1), (191, 1), (216, 1), (294, 1), (325, 1), (23, 1), (314, 1), (108, 1)])",129
heuristic_minbudget,98.36502880003536,400,0.8,"(129, [(97, 1), (33, 1), (344, 1), (130, 1), (1, 1), (362, 1), (295, 1), (340, 1), (250, 1), (191, 1), (208, 1), (64, 1), (276, 1), (304, 1), (5, 1), (320, 1), (51, 1), (308, 1), (384, 1), (267, 1), (22, 1), (147, 1), (354, 1), (230, 1), (249, 1), (271, 1), (118, 1), (322, 1), (129, 1), (186, 1), (350, 1), (363, 1), (137, 1), (220, 1), (182, 1), (357, 1), (11, 1), (62, 1), (300, 1), (325, 1), (41, 1), (125, 1), (203, 1), (114, 1), (181, 1), (326, 1), (360, 1), (142, 1), (153, 1), (232, 1), (268, 1), (37, 1), (55, 1), (100, 1), (388, 1), (385, 1), (145, 1), (113, 1), (347, 1), (283, 1), (284, 1), (102, 1), (244, 1), (288, 1), (84, 1), (328, 1), (184, 1), (302, 1), (7, 1), (85, 1), (177, 1), (198, 1), (395, 1), (298, 1), (314, 1), (108, 1), (305, 1), (23, 1), (112, 1), (235, 1), (83, 1), (149, 1), (152, 1), (167, 1), (135, 1), (341, 1), (104, 1), (391, 1), (81, 1), (148, 1), (95, 1), (293, 1), (72, 1), (25, 1), (397, 1), (2, 1), (36, 1), (176, 1), (376, 1), (140, 1), (207, 1), (386, 1), (126, 1), (151, 1), (290, 1), (316, 1), (13, 1), (358, 1), (168, 1), (256, 1), (374, 1), (71, 1), (233, 1), (297, 1), (366, 1), (379, 1), (217, 1), (266, 1), (392, 1), (15, 1), (106, 1), (396, 1), (243, 1), (171, 1), (294, 1), (216, 1), (158, 1), (223, 1), (69, 1)])",129
